TenDiaDanh,DiaChi,NoiDung,ImageURL,DichVu,ThongTinLienHe,DanhGia (Google Map),Lat,Lng
Điểm du lịch làng nghề may Vân Từ,"Xã Vân Từ, Xã Vân Từ, Huyện Phú Xuyên, Thành phố Hà Nội","Vân Từ là xã nằm ở phía Tây Nam của huyện Phú Xuyên, thành phố Hà Nội. Từ một vùng quê đồng chiêm trũng, nghề nghiệp chủ yếu là sản xuất nông nghiệp và chăn nuôi, hôm nay, xã Vân Từ đã trở thành một xã nghề nức tiếng gần xa.",https://yootek.vn/wp-content/uploads/2025/05/Lich-su-lang-nghe-may-van-tu-1.jpg,"Giờ mở cửa: Không gian công cộng (làng nghề), mở 24/7.
Giá vé: Miễn phí tham quan. (Khách tham quan các xưởng may và mua sắm sản phẩm).",SĐT: 0243 3757 326,N/A,20.7145012,105.8898578
Điểm du lịch làng nghề khảm trai - sơn mài Chuyên Mỹ,"Xã Chuyên Mỹ, Xã Chuyên Mỹ, Huyện Phú Xuyên, Thành phố Hà Nội","Xã Chuyên Mỹ, huyện Phú Xuyên từ lâu đã nổi tiếng với nghề khảm trai truyền thống. Xã có 7 làng thì cả 7 làng được công nhận làng nghề khảm trai, sơn mài, chế biến nguyên liệu khảm trai... Nghề khảm trai truyền thống đã và đang tạo nên những bước đột phá, đem lại lợi ích kinh tế cao cho người dân nơi đây.",https://tl.cdnchinhphu.vn/Uploads/images/kham%20trai%20Chuyen%20My.jpg,"Giờ mở cửa: Không gian công cộng (làng nghề), mở 24/7.
Giá vé: Miễn phí tham quan. (Khách tham quan các xưởng và mua sắm sản phẩm).",SĐT: 024 33 711 005,N/A,20.7320877,105.8715981
Điểm du lịch Di tích Lịch sử nhà tù Hỏa Lò,"Số 1 phố Hỏa Lò, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội","Tại làng nghề gốm thủ công thuộc làng Vĩnh Khánh, tổng Vĩnh Xương, Thọ Xương, Hà Nội, nơi thực dân Pháp đã lựa chọn để xây dựng nhà tù Hỏa Lò vào năm 1896. Nhà tù Hỏa Lò có tên tiếng Pháp là “Maison Centrale”, nghĩa là “Đề Lao Trung Ương” hay còn gọi là “ Ngục thất Hà Nội”. Đây là nơi thực dân Pháp đã giam cầm và tra tấn cả tinh thần lẫn thể xác của các chiến sĩ yêu nước, của các nhà cách mạng. Rất nhiều vị lãnh đạo Đảng và Nhà nước đã từng bị giam giữ tại đây.",https://media-cdn-v2.laodong.vn/Storage/NewsPortal/2023/4/19/1182123/B39baaeb3aa5e5fbbcb4.jpg,"Giờ mở cửa: 08:00 – 17:00 (Tất cả các ngày, kể cả Lễ, Tết).
Giá vé: 30.000 VNĐ/người lớn.","SĐT: (024) 39 342 253 / (024) 39 342 317
Website: www.hoalo.vn
Email: bqldt.hoalo@gmail.com",4.5 sao (19804 đánh giá),21.0253297,105.8464781
Làng gốm Bát Tràng,"Xã Bát Tràng, huyện Gia Lâm, Hà Nội, cách trung tâm thủ đô hơn 10km về phía đông nam.",-  	- Đặc điểm: Đây là làng nghề truyền thống nổi tiếng về các sản phẩm gốm sứ.,https://static.vinwonders.com/production/lang-gom-bat-trang-1.jpg,"Giờ mở cửa: Không gian công cộng, mở 24/7 (tham quan làng).
Giá vé: Miễn phí tham quan làng.","SĐT (VP Tư vấn Du lịch): 0989 313 111
Website: battrang.hanoi.gov.vn / langgombattrang.vn
Email: info@langgombattrang.vn",4.5 sao (1405 đánh giá),20.9746315,103.6721787
Làng cổ Đường Lâm,"Thuộc địa phận năm thôn Mông Phụ, Cam Thịnh, Đông Sàng, Đoài Giáp, xã Đường Lâm, thị xã Sơn Tây, cách thủ đô Hà Nội khoảng 47km về phía Tây.","-  
	- Đặc điểm: Đây là ngôi làng duy nhất còn lưu giữ được nguyên vẹn cấu trúc và nếp sinh hoạt một làng Việt cổ vùng trung du Bắc Bộ.",https://atravel.vn/storage/upload/ctv/L%C3%A0ng%20c%E1%BB%95%20%C4%91%C6%B0%E1%BB%9Dng%20l%C3%A2m/lang-co-duong-lam-1.jpg,"Giờ mở cửa: 08:00 – 17:00 (Tất cả các ngày).
Giá vé: Người lớn: 20.000 VNĐ/người; Trẻ em: 10.000 VNĐ/người.",SĐT: 0243 3255 041,4.4 sao (1690 đánh giá),21.1573649,105.462277
Điểm du lịch Bảo tàng Lịch sử quốc gia,"Số 1 Phạm Ngũ Lão và 25 Tôn Đản, Quận Hoàn Kiếm, Thành phố Hà Nội","Được thành lập theo Quyết định số 1674/QĐ-TTg ngày 26/09/2011 của Thủ tướng Chính phủ Việt Nam trên cơ sở sáp nhập Bảo tàng Lịch sử Việt Nam và Bảo tàng Cách mạng Việt Nam; Bảo tàng Lịch sử quốc gia là công trình văn hóa tọa lạc ở khu vực trung tâm của Thủ đô Hà Nội, gần với nhiều di tích linh thiêng của Thủ đô như Tháp Rùa - Hồ Gươm; Cầu Thê Húc - Đền Ngọc Sơn - Bút tháp… Bảo tàng lưu giữ, trưng bày, giới thiệu lịch sử Việt Nam từ thời Tiền sử đến ngày nay thông qua hệ thống tài liệu, hiện vật vô cùng đồ sộ, quý giá, trong đó có nhiều hiện vật là Bảo vật quốc gia.","https://ik.imagekit.io/tvlk/blog/2023/08/bao-tang-lich-su-quoc-gia-2.jpg?tr=q-70,c-at_max,w-500,h-250,dpr-2","Giờ mở cửa: Sáng: 08:00 – 12:00; Chiều: 13:30 – 17:00 (Đóng cửa Thứ Hai).
Giá vé: 40.000 VNĐ/người lớn.","SĐT: 0243 825 3518
Website: baotanglichsu.vn
Email: info@baotanglichsu.vn",4.3 sao (3775 đánh giá),21.0237834,105.8585437
Bảo tàng Lịch sử Quân sự (Bảo tàng Quân Đội),"Số 28A đường Điện Biên Phủ, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội","- Vị trí: Số 28A đường Điện Biên Phủ, gần lăng Chủ tịch Hồ Chí Minh, quận Ba Đình, Hà Nội.
- Ðặc điểm: Trưng bày những hiện vật và tài liệu giới thiệu quá trình ra đời và trưởng thành của các lực lượng vũ trang nhân dân Việt Nam qua các thời kỳ lịch sử.",https://xdcs.cdnchinhphu.vn/thumb_w/640/446259493575335936/2024/11/6/bt-17308704367321003201191.jpg,"Giờ mở cửa: Sáng: 08:00 – 11:30; Chiều: 13:00 – 16:30 (Đóng cửa Thứ Hai và Thứ Sáu).
Giá vé: 40.000 VNĐ/người/lượt (áp dụng chung).","SĐT: 024 6253 1367
Website: baotanglichsuquansu.vn
Email: btlsqs@gmail.com",4.5 sao (10964 đánh giá),21.0093266,105.7436139
Công viên Thiên đường Bảo Sơn,"Km5+200 đường Lê Trọng Tấn, Xã An Khánh, Huyện Hoài Đức, Thành phố Hà Nội","Khai trương từ năm 2008, với vốn đầu tư ban đầu lên đến 100 triệu USD, Công viên Thiên đường Bảo Sơn là 1 phần trong tổng thể dự án xây dựng, phát triển khu đô thị mới tại An Khánh, Hà Nội. Khu đô thị mới An Khánh sẽ là điểm nhấn của Miền Bắc Việt Nam trong tương lai với những công trình độc đáo về kiến trúc, hài hòa về phong thủy, tôn vinh văn hóa Việt Nam và đạt tiêu chuẩn quốc tế về điều kiện, môi trường và an ninh.",https://atravel.vn/storage/upload/ctv/Thi%C3%AAn%20%C4%91%C6%B0%E1%BB%9Dng%20b%E1%BA%A3o%20s%C6%A1n/thien-duong-bao-son.jpg,"Giờ mở cửa: 08:00 – 17:00 (Đóng cửa Thứ Hai hàng tuần).
Giá vé (Ngày thường): Khách >1.3m: 200.000 VNĐ/người; Khách 1m - 1.3m: 150.000 VNĐ/người.","SĐT (Hotline): 1900 066 808
Website: baosonparadise.vn
Email: info@baosonparadise.vn",4.0 sao (11682 đánh giá),20.9987713,105.7232614
Khu du lịch sinh thái nước khoáng nóng Tiên Lãng,"ĐT354, Bạch Đằng, Tiên Lãng, Hải Phòng","Suối nước nóng Tiên Lãng là một địa điểm tuyệt vời để bạn vừa có thể nghỉ ngơi, thư giãn vừa chăm sóc sức khỏe cho bản thân. Nơi đây luôn xứng đáng là một điểm đến không thể bỏ qua trong chuyến du lịch Hải Phòng.",https://ohayo-onsen.com/wp-content/uploads/2023/04/suoi-khoang-nong-tien-lang-1.jpg,"Giờ mở cửa: 08:00 – 17:00 (hàng ngày).
Giá vé: Tắm bể bơi khoáng lạnh ngoài trời: 60.000 VNĐ/khách; Xông hơi, tắm nước khoáng bồn nóng sục, massage thuỷ liệu pháp ngoài trời: 180.000 VNĐ/khách/120 phút; Tắm nước khoáng nóng trong nhà: 60.000 VNĐ/khách/30 phút; Xông hơi, tắm nước khoáng nóng nguyên chất trong nhà: 90.000 VNĐ/khách/60 phút.",SĐT: 0225 3963 216,3.8 sao (265 đánh giá),20.7101718,106.5448914
Khu di tích Trạng Trình Nguyễn Bỉnh Khiêm,"Thôn Trung Am, Xã Lý Học, Huyện Vĩnh Bảo, Thành phố Hải Phòng","Đền thờ Nguyễn Bỉnh Khiêm (đền quan Trạng, đền thờ Trạng Trình Nguyễn Bỉnh Khiêm), thuộc thôn Trung Am, xã Lý Học, huyện Vĩnh Bảo, thành phố Hải Phòng, gắn liền với cuộc đời và sự nghiệp của vị Trạng nguyên triều Mạc Nguyễn Bỉnh Khiêm. Đền thờ Nguyễn Bỉnh Khiêm có sứ mệnh lịch sử đặc biệt, vừa là nơi để tri ân những đóng góp của một danh nhân trong lịch sử, vừa là địa điểm diễn ra các hoạt động, sinh hoạt văn hóa tín ngưỡng của nhân dân trong vùng.",https://static.vinwonders.com/production/den-trang-trinh-1.jpg,"Giờ mở cửa: 07:30 – 17:30 (Giờ tham quan phổ biến).
Giá vé: Miễn phí tham quan.",SĐT (BQL Di tích): 0225 3871 391,4.6 sao (242 đánh giá),20.6609421,106.5210427
Trung tâm Văn hóa Huyền Trân,"151 Thiên Thai, phường An Tây, Phường An Tây, Thành phố Huế, Thừa Thiên Huế","Những thế kỷ trước, nhân dân Huế đã lập đền thờ Huyền Trân Công Chúa tại một điểm phía Nam thành phố Huế, nhưng do chiến tranh và những biến thiên của lịch sử nên đến nay không còn nữa.",https://khamphahue.com.vn/Portals/0/Hue24h/DiemThamQuanKhac/HuyenTranCongChua/Khamphahue_Trung-tam-van-hoa-Huyen-Tran_7.jpg,"Giờ mở cửa: 07:00 – 17:30 (Giờ tham quan phổ biến).
Giá vé: 30.000 VNĐ/người lớn. (Trẻ em: 20.000 VNĐ).",SĐT: 0234 3855 050,4.4 sao (373 đánh giá),16.4177939,107.5981719
Cầu Ngói Thanh Toàn,"Xã Thủy Thanh, thị xã Hương Thủy, Xã Thủy Thanh, Thị xã Hương Thủy, Thừa Thiên Huế","Cầu ngói Thanh Toàn cách thành phố Huế khoảng 8km về phía Đông Nam thuộc xã Thủy Thanh, huyện Hương Thủy, tỉnh Thừa Thiên Huế.",https://static.vinwonders.com/production/cau-ngoi-thanh-toan-1.jpg,"Giờ mở cửa: Không gian công cộng, mở 24/7.
Giá vé: Miễn phí tham quan cầu.","SĐT: 0234 3828 288
Website: visithue.vn
",4.6 sao (679 đánh giá),16.4667921,107.6426953
Nhà vườn Lương Quán – Nguyệt Biều,"Phường Thủy Biều, thành phố Huế, Phường Thuỷ Biều, Thành phố Huế, Thừa Thiên Huế","Nhà vườn Lương Quán – Nguyệt Biều, phường Thủy Biều, thành phố Huế, tỉnh Thừa Thiên Huế được công nhận là địa điểm du lịch của tỉnh Thừa Thiên Huế theo Quyết định số 2791/QĐ-UBND ban hành ngày 21/12/2018)",https://khamphahue.com.vn/Portals/0/DiSan/DiSanVatThe/NhaVuon/NguyetBieu-LuongQuan/Khamphahue_NhaVuonHoXuanDoanh_VoDucPhuc.jpg?ver=2023-04-07-151244-430,"Giờ mở cửa: Không cố định, tùy thuộc vào dịch vụ homestay/trải nghiệm.
Giá vé: Thường miễn phí tham quan, chi phí được tính theo dịch vụ trải nghiệm (như ẩm thực, massage, homestay).","SĐT: 0234 3828 288
Website: visithue.vn",N/A,16.4442305,105.2994534
Làng Cổ Phước Tích,"Xã Phong Hòa, huyện Phong Điền, Xã Phong Hòa, Huyện Phong Điền, Thừa Thiên Huế","Cách trung tâm thành phố Huế 40 km về hướng Bắc là làng cổ Phước Tích với vẻ đẹp nguyên sơ của một làng quê Việt Nam. Làng được bao bọc bởi con sông Ô lâu trong xanh, hiền hòa. Theo sử sách, Phước Tích được thành lập từ năm 1470 dưới thời vua Lê Thành Tông, có diện tích khoảng 49 ha.",https://mia.vn/media/uploads/blog-du-lich/Lang-co-Phuoc-Tich-V%E1%BA%BB-dep-co-kinh-hang-tram-nam-tuoi-cua-xu-Hue-01-1638906112.jpg,"Giờ mở cửa: Không gian công cộng, mở 24/7 (Giờ tham quan phổ biến: 08:00 – 17:00).
Giá vé: 30.000 VNĐ/vé (vé vào làng).","SĐT: 02343 771 055
Website: visitphuoctich.com
Email: langcophuoctich2013@gmail.com",4.5 sao (342 đánh giá),16.6382356,107.3099399
Điểm du lịch sinh thái Đầm Chuồn,"xã Phú An, thị xã Hương Thủy, Phường Phú Bài, Thị xã Hương Thủy, Thừa Thiên Huế","Cách trung tâm thành phố Huế 6km, Đầm chuồn ở phía Đông Bắc xã Phú An, huyện Phú Vang là một trong những hệ thống đầm phá quan trọng của tỉnh Thừa Thiên Huế. Đây là Đầm nước lợ trong hệ thống Đầm Phá Tam Giang nổi tiếng với vẻ đẹp bình yên, sông nước bao la, cùng với những đặc sản hấp dẫn với giá thành hết sức bình dân.",https://static.vinwonders.com/production/dam-chuon-1.jpg,"Giờ mở cửa: Không gian công cộng, mở 24/7 (Thời gian đẹp nhất để tham quan là sáng sớm 04:30 – 06:00).
Giá vé: Miễn phí tham quan. (Chi phí phát sinh nếu thuê thuyền hoặc ăn uống tại các nhà hàng nổi).",N/A,4.5 sao (45 đánh giá),16.5173199,107.6291574
Làng nghề truyền thống Hoa giấy Thanh Tiên – Tranh dân gian Làng Sình,"xã Phú Mậu, Huyện Phú Vang, Xã Phú Mậu, Huyện Phú Vang, Thừa Thiên Huế",UBND tỉnh Thừa Thiên Huế đã ký Quyết định số 949/QĐ-UBND về việc công nhận điểm du lịch Làng nghề truyền thống Hoa giấy Thanh Tiên – Tranh dân gian làng Sình.,https://cdn.baophapluat.vn/w1280/uploaded/images/2025/11/13/a70a17fc-ec70-495e-80cf-ee8bc6cdab6a.jpg,"Giờ mở cửa: Không gian công cộng (làng nghề), mở 24/7.
Giá vé: Miễn phí tham quan. (Chi phí phát sinh nếu tham gia workshop hoặc mua sản phẩm).","SĐT: 0234 3828 288
Website: visithue.vn 
Email: sdl@hue.gov.vn",N/A,16.5148146,107.5786995
Điểm du lịch sinh thái YesHue Eco,"xã Hương Phú, huyện Nam Đông, Xã Hương Phú, Huyện Nam Đông, Thừa Thiên Huế","YesHue Eco thuộc thôn Xuân Phú, xã Hương Phú, huyện Nam Đông, tỉnh Thừa Thiên Huế, nằm cách thành phố Huế 65km thuộc Nam Đông. Thác Mơ – Nam Đông được tạo thành những nguồn nước bắt nguồn từ núi rừng Bạch Mã cao hơn 1.400 mét so với mực nước biển đổ về. Thác Mơ được người dân địa phương và quanh vùng biết đến khá lâu bởi cảnh sắc thiên nhiên tuyệt đẹp với những cánh rừng xanh ngát bao phủ soi mình dưới làn nước trong veo, mát lạnh.",https://khamphahue.com.vn/Portals/0/Medias/Nam2020/T5/Khamphahue_yeshue-eco_khu-du-lich-sinh-thai-moi-o-Hue_dulichhue-1.jpg,"Giờ mở cửa: 08:00 – 17:00.
Giá vé: 150.000 VNĐ/vé (Trẻ em dưới 1.3m miễn phí).",SĐT: 03 880 888 72 / 0973 195 299,4.5 sao (237 đánh giá),16.2182177,107.7244612
Hồ Truồi,"Xã Lộc Hòa, huyện Phú Lộc, Xã Lộc Hòa, Huyện Phú Lộc, Thừa Thiên Huế","Hồ Truồi từ khi hình thành đến nay, luôn có mặt trong những điểm tham quan du lịch Huế đáng để du khách ghé thăm. Từ thành phố Huế đi khoảng 30km về phía nam theo quốc lộ 1A, từ đây đi thêm 10km nữa là đến hồ Truồi. Điểm đến này vốn là một công trình thủy lợi lớn nhất Thừa Thiên Huế được xây dựng vào năm 1996 với dung tích lên đến 60 triệu mét khối, đập tràn cao 50 mét.",https://mia.vn/media/uploads/blog-du-lich/ho-truoi-lac-buoc-chon-bong-lai-tien-canh-o-xu-hue-mong-mo-1637675490.jpg,"Giờ mở cửa (Thiền viện Trúc Lâm Bạch Mã): Khoảng 06:00 – 17:00.
Giá vé (Bắt buộc): Vé thuyền đò (khứ hồi): 20.000 VNĐ/người; Thuê nguyên thuyền (tối đa 12 người): 240.000 VNĐ/thuyền.",N/A,4.4 sao (3.8 đánh giá),16.2383597,107.7924583
Thác Nhị Hồ,"xã Lộc Trì, huyện Phú Lộc, Xã Lộc Trì, Huyện Phú Lộc, Thừa Thiên Huế","Thác Nhị Hồ là một thác nước đẹp mà thiên nhiên đã hào phóng ban tặng nằm trong dãy núi Bạch Mã, là điểm trung tâm nằm trong thế tam giác giữa Thành phố Huế, Bạch Mã, Lăng Cô, cách trung tâm thành phố Huế khoảng 45 km về phía Nam, cách Quốc lộ 1A gần 4km. Với nhiều lợi thế thiên nhiên ưu đãi, là điểm du lịch vừa có đồi núi, khe suối, đầm phá Cầu Hai. Có cửa biển Tư Hiền giáp biển và cũng là điểm nằm sát vùng đệm Vườn Quốc gia Bạch mã nên từ lâu Nhị Hồ đã nổi tiếng và thu hút nhiều du khách tới tham quan, du lịch, thưởng ngoạn.",https://visithue.vn/Portals/0/VisitHue/Destination/CanhQuan/NhiHo/visithue_thac%20nhi%20ho%201.jpg,"Giờ mở cửa: 07:00 – 19:00.
Giá vé: 40.000 VNĐ/người (Đã bao gồm vé giữ xe) (Trẻ em cao 1m - 1m4: 20.000 VNĐ; Miễn phí cho trẻ em dưới 1m)",N/A,N/A,16.2364237,107.8956808
Bảo tàng Lịch sử thành phố Hồ Chí Minh,"02 Nguyễn Bỉnh Khiêm, P. Bến Nghé, Quận 1, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh","Bảo tàng Lịch sử Thành phố Hồ Chí Minh là bảo tàng lớn và có lịch sử phát triển lâu đời ở khu vực phía Nam Việt Nam. Tọa lạc tại trung tâm thành phố, tại số 02 Nguyễn Bỉnh Khiêm, phường Bến Nghé, Quận 1, bảo tàng là điểm đến thu hút đông đảo công chúng trong nước và quốc tế.",https://cdn.xanhsm.com/2024/11/d253c354-bao-tang-lich-su-thanh-pho-ho-chi-minh-16.jpg,"Giờ mở cửa: Sáng: 08:00 – 11:30; Chiều: 13:00 – 17:00 (Đóng cửa Thứ Hai).
Giá vé: 30.000 VNĐ/lượt.","SĐT: (028) 3829 8146 / (028) 3829 0268
Website: https://baotanglichsutphcm.com.vn
Email: bt.ls.svhtt@tphcm.gov.vn",4.5 sao (3849 đánh giá),10.7879719,106.7049563
Chợ Bến Thành,"Cửa Nam – Chợ Bến Thành, Phường Bến Thành, Quận 1, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh","Tọa lạc tại Quận 1, TP. Hồ Chí Minh, tiếp giáp với đường Lê Lợi ở phía nam, đường Phan Bội Châu ở phía đông, Phan Chu Trinh ở phía tây và Lê Thánh Tôn ở phía bắc, chợ Bến Thành là chợ bán lẻ quy mô lớn nhất thành phố với đầy đủ các mặt hàng từ bình dân đến cao cấp và là điểm đến hấp dẫn không thể bỏ qua của du khách khi đến TP. Hồ Chí Minh.",https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2024/11/20/cho-ben-thanh-16974315197922025739761-173210467430615767475.jpg,"Giờ mở cửa (Chợ ban ngày): Khoảng 06:00 – 18:00/19:00 (Sau 19:00 là Chợ đêm).
Giá vé: Miễn phí tham quan.",SĐT: 0283 829 9274,4.0 sao (75292 đánh giá),10.7725301,106.6980365
Nhà trưng bày Hoàng Sa,"Hoàng Sa, Thọ Quang, Sơn Trà, Đà Nẵng, Phường Thọ Quang, Quận Sơn Trà, Thành phố Đà Nẵng","Nhà trưng bày Hoàng Sa được UBND huyện đảo Hoàng Sa (TP Đà Nẵng) tổ chức khởi công xây dựng trên đường Hoàng Sa (quận Sơn Trà, TP Đà Nẵng) vào ngày 7-12-2015. Nhà trưng bày Hoàng Sa do Công ty Kiến trúc WRIGHT (Nhật Bản) tư vấn thiết kế và được thi công xây dựng trên diện tích 1.296m², gồm 1 trệt, 3 tầng nổi, cao 18m với diện tích sàn 1.824m².",https://danangfantasticity.com/wp-content/uploads/2022/05/nha-trung-bay-hoang-sa-danang-viet-nam-muon-nam-hoang-sa-truong-sa-la-cua-vietnam-1536x864.jpg,"Giờ mở cửa: Sáng: 08:00 – 11:30; Chiều: 13:30 – 17:00 (Mở cửa tất cả các ngày).
Giá vé: Miễn phí.","SĐT: 0236 3689 921 / 0236 3690 929
Website: nhatrungbayhoangsa.danang.gov.vn 
Email: ntbhs@danang.gov.vn",4.6 sao (354 đánh giá),16.0935205,108.2512559
Thắng cảnh Hương Sơn,"Khu danh thắng Hương Sơn thuộc xã Hương Sơn, huyện Mỹ Đức, Hà Nội.","Đặc điểm: Nơi đây phong cảnh hữu tình, có ""Nam Thiên đệ nhất động"" (động đẹp nhất trời Nam).",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/24Hchuahuong001JPG.jpg,"Giờ mở cửa: 07:00 – 17:00 (Giờ tham quan, mùa lễ hội có thể thay đổi).
Giá vé (Vé thắng cảnh): 120.000 VNĐ/người; Vé đò tuyến Hương Tích (bắt buộc): 110.000 VNĐ/người/khứ hồi.",SĐT (BQL Thắng cảnh): 024 33 775 327,N/A,20.4457152,105.578143
Thắng cảnh Tràng Kênh,Thắng cảnh Tràng Kênh thuộc huyện Thủy Nguyên cách trung tâm thành phố Hải Phòng 20km về phía đông bắc.,"Ðặc điểm: Tràng Kênh là một quần thể đồi núi đá vôi hang động, sông, nước với cảnh trí thiên nhiên nên thơ.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/28TCtrangkenh01.jpg,"Giờ mở cửa: 07:30 – 17:30 (Thứ 3 - Chủ Nhật).
Giá vé: Miễn phí vé tham quan.",N/A,4.6 sao (297 đánh giá),20.9631601,104.5213806
Cảng cá - Chợ cá Thuận Phước,"Số 15 Thuận Phước, Quận Hải Châu, Thành phố Đà Nẵng","Địa chỉ: 15 Thuận Phước, quận Hải Châu, Tp. Đà Nẵng.Đặc điểm: Cảng cá Thuận Phước - nơi diễn ra các hoạt động mua bán nhộn nhịp suốt ngày đêm và là điểm đầu mối cung cấp hải sản tươi sống cho các đơn vị chế biến thuỷ sản tại địa phương, một số tỉnh lân cận và các chợ nhỏ lẻ trong thành phố.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/15Cangcathuanphuoc02.jpg,"Giờ mở cửa: Không gian công cộng. Hoạt động nhộn nhịp nhất từ 01:00 – 06:00 sáng.
Giá vé: Miễn phí tham quan.",N/A,N/A,16.084819,108.2232254
Làng cổ Tuý Loan,"Làng Túy Loan nằm ở hướng tây nam thành phố Đà Nẵng, thuộc địa phận xã Hòa Phong, huyện Hòa Vang.","Đặc điểm: Làng Tuý Loan đã hình thành trên 500 năm, mang đậm dấu ấn của lịch sử, truyền thống và bản sắc văn hóa làng quê Việt Nam.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/15Langtuyloan02.jpg,"Giờ mở cửa: Không gian công cộng (làng nghề), mở 24/7.
Giá vé: Miễn phí tham quan. (Chi phí phát sinh nếu mua sản phẩm).",SĐT (BQL Di tích): 0935 540 650,4.3 sao (54 đánh giá),15.9975638,108.1365983
Đền Nghè,"thuộc phường An Biên, quận Lê Chân, thành phố Hải Phòng, cách Nhà hát Thành phố Hải Phòng khoảng 600m.","Đặc điểm: là điểm du lịch văn hóa tâm linh tiêu biểu của thành phố Hải Phòng, nổi bật với nghệ thuật chạm khắc trên gỗ, đá.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/28Dennghe01JPG.jpg,"Giờ mở cửa: 08:00 – 17:00 (Giờ tham quan phổ biến, có thể thay đổi vào ngày Rằm/Mùng 1).
Giá vé: Miễn phí.",N/A,4.8 sao (55 đánh giá),20.8546034,106.6802932
Khu Bảo tồn sinh quyển thế giới Cát Bà,"Khu Bảo tồn sinh quyển thế giới Cát Bà nằm trên đảo Cát Bà, thuộc thị trấn Cát Bà, huyện Cát Hải, Tp.",Đặc điểm: Đây là một trong những khu bảo tồn sinh quyển thế giới.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/28CatBa02.jpg,"Giờ mở cửa: Không gian công cộng.
Giá vé: Miễn phí vào khu vực chung (Vé được thu tại các điểm tham quan cụ thể bên trong như Vườn Quốc gia Cát Bà, Vịnh Lan Hạ...).","SĐT: 0225 3886 029
Website: catba.net.vn 
Email: info@catba.net.vn",4.5 sao (4466 đánh giá),20.7805625,106.9776875
Biệt thự Bảo Đại,"phường Vạn Hương, quận Đồ Sơn, TP.","Đặc điểm: là một công trình kiến trúc độc đáo, có giá trị lịch sử đặc sắc",https://csdl.vietnamtourism.gov.vn/uploads/images/CSDLDLVN2019/HaiPhong/BTBaoDai/Baodai01JPG.jpg,N/A,SĐT: 0225 3862 303 / 0225 3864 121,N/A,20.687535,102.3105814
Nghĩa trang Khuê Trung,"Thuộc khu vực Bình Hòa 1, phường Khuê Trung, quận Hải Châu, thành phố Đà Nẵng.",Đặc điểm: Nghĩa trang Khuê Trung được lập theo sắc tứ vua ban để qui tụ hài cốt tướng sĩ vị quốc vong thân trong cuộc kháng chiến chống quân Pháp xâm lược năm 1858.,http://csdl.vietnamtourism.gov.vn/uploads/images/icon/15Nghiatrangkhuetung01.jpg,"Giờ mở cửa: Giờ hành chính (thường là 07:00 – 17:00).
Giá vé: Miễn phí (vào thăm viếng).",SĐT (BQL Nghĩa trang): 0236 3846 179,N/A,16.0393947,108.1677022
Đình Nại Nam,"Đình làng Nại Nam nay ở khối phố Nam Sơn, phường Hòa Cường, quận Hải Châu, thành phố Đà Nẵng.","Đặc điểm: Di tích đình Nại Nam, ngoài giá trị của một di tích kiến trúc - nghệ thuật còn là một trong những đình làng cổ tiêu biểu khá nguyên vẹn còn lại trong nội thành Đà Nẵng.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/15Dinhdainam01.jpg,"Giờ mở cửa: 07:00 – 17:00 (Giờ tham quan phổ biến).
Giá vé: Miễn phí.",N/A,N/A,16.037343,108.2274803
Nhà thờ phái chư tộc Quá Giáng,"Thôn Quá Giáng, Xã Hòa Phước, Huyện Hòa Vang, Thành phố Đà Nẵng","Vị trí: Nhà thờ phái chư tộc Quá Giáng nay nằm ở thôn Quá Giáng, xã Hòa Phước, huyện Hòa Vang, thành phố Đà Nẵng.
	Đặc điểm: Nhà thờ được xây dựng năm Tân Tỵ (1821) thờ Quan Thánh và các vị tiền hiền của bốn tộc Đinh, Lê, Trần, Nguyễn - những người có công theo Chúa Nguyễn vào Nam khai phá đất đai lập nên làng Quá Giáng.",http://csdl.vietnamtourism.gov.vn/uploads/images/icon/15TocQuaGiang01.jpg,"Giờ mở cửa: Không gian di tích/tâm linh, thường mở cửa ban ngày (khoảng 07:00 – 17:00).
Giá vé: Miễn phí.","SĐT: (0236) 3 886 236
Email: btdn@danang.gov.vn",N/A,15.9668768,108.2048068
